1	68000	3.10E-01	2.50E+03	21.6
2	75000	0.325	2700	89.3
3	82000	3.40E-01	2.90E+03	157
4	77735.23745	0.321619159	2744.536656	52.15556562
5	79107.40504	0.334002502	2694.53129	122.9252158
6	72957.39134	0.322149838	2680.454527	99.05362736
7	80885.85496	0.316262928	2771.996635	107.2334202
8	79783.27593	0.324313966	2546.644853	63.4892801
9	79961.18778	0.314162092	2720.372877	35.98974959
10	73318.13649	0.338485724	2599.666696	125.1277924
11	74501.9642	0.339214358	2586.816435	64.49532681
12	81991.80928	0.321491429	2869.126215	45.38564744
13	76275.52271	0.332677612	2559.922799	59.36173065
14	80199.53201	0.334265771	2650.38757	111.0228987
15	70778.74057	0.320152401	2835.390636	136.9764734
16	69487.23725	0.327681934	2669.361442	65.49880931
17	73050.82431	0.326723076	2878.414319	53.93854318
18	76742.86156	0.314461435	2888.081609	69.96440052
19	80005.42048	0.325845304	2850.727222	83.20520678
20	73329.40723	0.325847696	2774.223687	134.9234648
