1	0	70000	0.5	0	6500	0	300	0	0	0.05	0	35000	3250	60	4
2	0	70000	0.7	0	6500	0	300	0	0	0.05	0	49000	4550	80	3
3	0	70000	0.9	0	6500	0	300	0	0	0.05	0	63000	5850	120	2
4	0	70000	0.754801203	0	6500	0	300	0	0	0.05	0	52836.0842	4906.207819	95.25718254	2.799969063
5	0	70000	0.807294803	0	6500	0	300	0	0	0.05	0	56510.63622	5247.41622	97.7377475	3.956965836
6	0	70000	0.748238505	0	6500	0	300	0	0	0.05	0	52376.69537	4863.550285	90.83528576	3.134166653
7	0	70000	0.539204582	0	6500	0	300	0	0	0.05	0	37744.32073	3504.829782	67.7967252	2.795578983
8	0	70000	0.555832843	0	6500	0	300	0	0	0.05	0	38908.29904	3612.913482	93.14976525	3.234735584
9	0	70000	0.643821166	0	6500	0	300	0	0	0.05	0	45067.48163	4184.83758	79.52737764	2.167403737
10	0	70000	0.663234029	0	6500	0	300	0	0	0.05	0	46426.382	4311.021186	115.9423297	2.029976058
11	0	70000	0.563733501	0	6500	0	300	0	0	0.05	0	39461.34506	3664.267755	76.12806836	2.209822889
12	0	70000	0.664558275	0	6500	0	300	0	0	0.05	0	46519.07926	4319.628789	61.1869173	2.963667665
13	0	70000	0.752999155	0	6500	0	300	0	0	0.05	0	52709.94082	4894.494505	116.7817651	3.157904666
14	0	70000	0.789453913	0	6500	0	300	0	0	0.05	0	55261.7739	5131.450433	80.19567054	3.316928245
15	0	70000	0.708784925	0	6500	0	300	0	0	0.05	0	49614.94475	4607.102013	116.0791019	2.676879734
16	0	70000	0.689022744	0	6500	0	300	0	0	0.05	0	48231.59209	4478.647837	79.23626699	3.284817852
17	0	70000	0.852398558	0	6500	0	300	0	0	0.05	0	59667.89907	5540.590628	101.4774292	3.90951523
18	0	70000	0.605861845	0	6500	0	300	0	0	0.05	0	42410.32918	3938.101995	112.6281065	3.466612124
19	0	70000	0.570810886	0	6500	0	300	0	0	0.05	0	39956.76203	3710.27076	61.79246601	3.687050501
20	0	70000	0.786917642	0	6500	0	300	0	0	0.05	0	55084.23491	5114.96467	86.53498714	3.903844659
3	0	70000	0.64	0	6500	0	300	0	0	0.05	0	44800	4160	25	1.356
4	0	70000	0.64	0	6500	0	300	0	0	0.05	0	44800	4160	50	3.071
5	0	70000	0.64	0	6500	0	300	0	0	0.05	0	44800	4160	75	4.054
6	0	70000	0.64	0	6500	0	300	0	0	0.05	0	44800	4160	100	4.422
7	0	70000	0.64	0	6500	0	300	0	0	0.05	0	44800	4160	125	4.593
8	0	70000	0.45	0	6500	0	300	0	0	0.05	0	31500	2925	25	2.568
9	0	70000	0.45	0	6500	0	300	0	0	0.05	0	31500	2925	50	3.318
10	0	70000	0.45	0	6500	0	300	0	0	0.05	0	31500	2925	75	3.114
11	0	70000	0.45	0	6500	0	300	0	0	0.05	0	31500	2925	100	2.007
12	0	70000	0.4	0	6500	0	300	0	0	0.05	0	28000	2600	25	2.95
13	0	70000	0.4	0	6500	0	300	0	0	0.05	0	28000	2600	50	3.735
