1	2350	0.3	1.11E+03	22.1
2	2715	0.325	1255	28.55
3	3080	0.35	1.40E+03	35
4	3053.682857	0.332811031	1118.95597	25.47071194
5	2877.388845	0.320976788	1373.993041	26.91490154
6	2808.015575	0.31335846	1267.859399	32.10380725
7	2799.00343	0.314648514	1340.810359	24.48761782
8	2736.834139	0.307280567	1397.551397	27.54977041
9	3016.401298	0.328039352	1377.343913	28.04943671
10	2993.177694	0.321129389	1281.290174	27.84225935
11	2444.416473	0.308152011	1394.951254	22.6618145
12	2393.734759	0.347942352	1160.668438	25.72405558
13	2616.890336	0.335577934	1227.032312	34.36800448
14	2873.45577	0.320185995	1280.640244	29.79281373
15	2732.033282	0.330087068	1203.125212	27.97466383
16	2690.514218	0.349006903	1226.50887	33.84091045
17	2629.667206	0.318136645	1323.389295	24.74688897
18	3022.164189	0.305817691	1364.847417	28.10565339
19	3070.569477	0.343074035	1374.861068	29.86320865
20	2665.731165	0.307319935	1302.030807	24.97050514
1	2760	0.34	1.24E+03	13.8
2	3540	0.36	1280	19.3
3	4320	0.38	1.32E+03	24.8
4	4052.289497	0.360715987	1282.579182	20.76220396
5	3821.492876	0.365849739	1317.65198	15.02911993
6	2848.914966	0.362950548	1271.345532	24.36810929
7	4260.896127	0.349288628	1296.777144	23.57430175
8	3062.573834	0.344589235	1246.943306	19.74957639
9	3125.293702	0.343744575	1290.248254	20.10626924
10	4266.530495	0.347152355	1241.979653	20.31041258
11	3841.161925	0.376127867	1279.574975	16.87719188
12	4122.736191	0.370627715	1282.346411	24.29172263
13	3964.213642	0.351324068	1274.317342	23.43938664
14	3024.648794	0.374679975	1290.878804	16.31686799
15	4244.271795	0.370012878	1310.313356	21.73994669
16	4258.503525	0.343295536	1283.073997	23.06196535
17	3714.93366	0.342506511	1258.62692	13.98614537
18	2889.627717	0.352433793	1313.885026	18.50009238
19	3234.877405	0.354273305	1317.073647	21.91848339
20	3606.971368	0.351607954	1318.451862	20.00768573
1	2070	0.38	1.04E+03	16.6
2	3240	0.39	1220	26.2
3	4410	0.4	1.40E+03	35.8
4	2543.506926	0.384250787	1062.414003	18.31267338
5	2521.913463	0.399810052	1122.743089	27.00257324
6	2533.064605	0.395578991	1196.357091	31.20453935
7	2264.066789	0.39159913	1076.003503	29.21870462
8	4000.268489	0.390551398	1180.473273	29.42457585
9	3295.88217	0.384595877	1311.782006	28.81283061
10	4389.81855	0.394602585	1171.072932	20.42340593
11	3484.451296	0.397531213	1301.700816	18.91994184
12	3753.840532	0.384330619	1352.966504	29.81835113
13	2812.816498	0.395484956	1378.790813	28.16979023
14	4188.140523	0.381051769	1383.905058	26.12015411
15	3376.458693	0.380024721	1357.611788	31.87822676
16	2472.305511	0.385302601	1247.301407	33.11333436
17	3841.559858	0.381896193	1289.39561	21.96717822
18	3555.839089	0.395612814	1318.389388	20.55551401
19	2574.516938	0.399013304	1368.210982	25.53805421
20	2677.24673	0.388509058	1347.914342	33.10246252
