1	621	0.417	939	21
2	758.5	0.4255	949.5	22
3	896	0.434	960	23
4	658.2343899	0.425944011	942.1947796	21.96408212
5	726.744702	0.426375871	947.8364441	22.92187593
6	721.7989064	0.432518233	947.292071	22.39080507
7	887.0246845	0.424148485	952.451079	22.71501833
8	822.602837	0.433792364	952.4663203	22.38054299
9	666.6589201	0.421299982	942.4467856	21.17178638
10	635.2077432	0.425417939	942.7998632	21.70543017
11	791.08954	0.41918481	954.624966	22.86094286
12	684.1685034	0.421030805	944.2217551	21.71687717
13	864.2164663	0.429047936	947.1165894	21.77016513
14	754.3400428	0.420062821	951.0722378	22.57702722
15	842.7439939	0.423655757	950.0325836	22.33804038
16	714.3206377	0.417683195	954.2147474	21.36354175
17	798.9292328	0.421700234	939.2905539	21.74957195
18	706.8138539	0.423350789	943.2417499	21.37258299
19	657.6834176	0.430273973	950.8527791	22.948957
20	727.2002413	0.426601857	955.7633097	21.23887817
1	896	0.405	890	11
2	1223	0.4375	900	13.8
3	1550	0.47	910	16.6
4	930.0229997	0.425880943	902.0782651	14.25779815
5	1259.469703	0.422444181	908.3267373	13.92375775
6	1370.240344	0.453463713	903.3844324	13.34575168
7	1514.165554	0.411772896	901.7670985	16.32278312
8	954.3779735	0.434673785	906.3231745	13.86694686
9	1496.810233	0.438343612	908.7853799	16.57909639
10	1109.012049	0.440455253	900.8739237	11.34463579
11	1312.466818	0.455231683	902.3925702	13.22652702
12	1022.239467	0.464335664	909.6402057	14.93986345
13	1312.082978	0.447755528	896.27465	15.65584402
14	1454.875873	0.421603332	902.6317475	14.14090395
15	1438.136884	0.405822227	892.4856213	15.8166097
16	988.9756138	0.40593718	891.6252684	14.95947715
17	931.6593227	0.456221161	897.0403032	11.70025468
18	1304.027157	0.459070432	903.1977693	13.26065057
19	1525.095708	0.413785968	895.2534559	15.00459347
20	1062.636105	0.405799799	898.60864	12.971115
1	1200	0.38	1.04E+03	14.4
2	1900	0.395	1045	18.7
3	2600	0.41	1.05E+03	23
4	1912.251884	0.38880002	1045.172009	16.40303036
5	1896.78992	0.394776012	1049.234238	19.33681481
6	1596.577876	0.38584294	1043.745423	15.0875862
7	2343.853447	0.390262803	1044.910088	22.45756253
8	1543.31504	0.405394007	1041.637676	20.8631627
9	1736.132478	0.399172179	1041.806549	22.762014
10	1636.272325	0.384003428	1048.293665	19.45639096
11	1731.742619	0.385111157	1041.592116	14.44009842
12	2348.742014	0.404522013	1040.292892	20.28123766
13	1396.002021	0.381922029	1046.747432	16.62586265
14	1337.096551	0.393547286	1048.648284	22.31924352
15	2323.307679	0.393791775	1046.412427	16.11133844
16	1392.651069	0.382598755	1040.400093	21.49980917
17	1324.749458	0.392973966	1040.854727	22.70180816
18	2535.778136	0.395440608	1044.797553	17.92201202
19	1255.832405	0.401440381	1045.722396	15.84637373
20	1409.671139	0.400862382	1049.835457	17.91059377
