Number	Coatingof	umat	save	c	psi_mat	theta_mat	phi_mat	a1	a2	a3	psi_geom	theta_geom	phi_geom	nprops	nstatev	props
0	0	ELISO	1	0.8	0	0	0	1	1	1	0	0	0	3	1	3000	0.4	0
1	0	ELISO	1	0.0249799	0	0	0	50	1	1	0	0	0	3	1	70000	0.24	0
2	0	ELISO	1	0.0212153	0	0	0	50	1	1	5	0	0	3	1	70000	0.24	0
3	0	ELISO	1	0.014586	0	0	0	50	1	1	10	0	0	3	1	70000	0.24	0
4	0	ELISO	1	0.00964449	0	0	0	50	1	1	15	0	0	3	1	70000	0.24	0
5	0	ELISO	1	0.00662499	0	0	0	50	1	1	20	0	0	3	1	70000	0.24	0
6	0	ELISO	1	0.00481867	0	0	0	50	1	1	25	0	0	3	1	70000	0.24	0
7	0	ELISO	1	0.0037343	0	0	0	50	1	1	30	0	0	3	1	70000	0.24	0
8	0	ELISO	1	0.00311843	0	0	0	50	1	1	35	0	0	3	1	70000	0.24	0
9	0	ELISO	1	0.00285495	0	0	0	50	1	1	40	0	0	3	1	70000	0.24	0
10	0	ELISO	1	0.0028882	0	0	0	50	1	1	45	0	0	3	1	70000	0.24	0
11	0	ELISO	1	0.00316031	0	0	0	50	1	1	50	0	0	3	1	70000	0.24	0
12	0	ELISO	1	0.00356179	0	0	0	50	1	1	55	0	0	3	1	70000	0.24	0
13	0	ELISO	1	0.00392081	0	0	0	50	1	1	60	0	0	3	1	70000	0.24	0
14	0	ELISO	1	0.00405467	0	0	0	50	1	1	65	0	0	3	1	70000	0.24	0
15	0	ELISO	1	0.00386096	0	0	0	50	1	1	70	0	0	3	1	70000	0.24	0
16	0	ELISO	1	0.00337609	0	0	0	50	1	1	75	0	0	3	1	70000	0.24	0
17	0	ELISO	1	0.00274675	0	0	0	50	1	1	80	0	0	3	1	70000	0.24	0
18	0	ELISO	1	0.00213959	0	0	0	50	1	1	85	0	0	3	1	70000	0.24	0
19	0	ELISO	1	0.00166356	0	0	0	50	1	1	90	0	0	3	1	70000	0.24	0
20	0	ELISO	1	0.00135015	0	0	0	50	1	1	95	0	0	3	1	70000	0.24	0
21	0	ELISO	1	0.00117883	0	0	0	50	1	1	100	0	0	3	1	70000	0.24	0
22	0	ELISO	1	0.0011118	0	0	0	50	1	1	105	0	0	3	1	70000	0.24	0
23	0	ELISO	1	0.00111618	0	0	0	50	1	1	110	0	0	3	1	70000	0.24	0
24	0	ELISO	1	0.00117159	0	0	0	50	1	1	115	0	0	3	1	70000	0.24	0
25	0	ELISO	1	0.0012697	0	0	0	50	1	1	120	0	0	3	1	70000	0.24	0
26	0	ELISO	1	0.00141174	0	0	0	50	1	1	125	0	0	3	1	70000	0.24	0
27	0	ELISO	1	0.00160711	0	0	0	50	1	1	130	0	0	3	1	70000	0.24	0
28	0	ELISO	1	0.00187409	0	0	0	50	1	1	135	0	0	3	1	70000	0.24	0
29	0	ELISO	1	0.00224339	0	0	0	50	1	1	140	0	0	3	1	70000	0.24	0
30	0	ELISO	1	0.00276611	0	0	0	50	1	1	145	0	0	3	1	70000	0.24	0
31	0	ELISO	1	0.00352969	0	0	0	50	1	1	150	0	0	3	1	70000	0.24	0
32	0	ELISO	1	0.00468946	0	0	0	50	1	1	155	0	0	3	1	70000	0.24	0
33	0	ELISO	1	0.00652994	0	0	0	50	1	1	160	0	0	3	1	70000	0.24	0
34	0	ELISO	1	0.00956213	0	0	0	50	1	1	165	0	0	3	1	70000	0.24	0
35	0	ELISO	1	0.0145058	0	0	0	50	1	1	170	0	0	3	1	70000	0.24	0
36	0	ELISO	1	0.0211325	0	0	0	50	1	1	175	0	0	3	1	70000	0.24	0
